YOB,NKID,DEP,PHON,SINC,AES,DAINC,RES,DHVAL,DMORT,DOUTM,DOUTL,DOUTHP,DOUTCC,BAD
32.0,0.0,0.0,1,0.0,Z,0.0,U,0.0,0.0,0.0,0.0,400.0,0.0,0.0
64.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,1,0.0,W,0.0,O,17856.0,4.0,0.0,0.0,0.0,0.0,1.0
16.0,0.0,0.0,0,0.0,R,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,2.0,0.0,1,0.0,E,30000.0,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,1,0.0,E,33000.0,O,28928.0,38464.0,1268.0,600.0,0.0,0.0,1.0
29.0,0.0,0.0,1,0.0,V,56400.0,O,28928.0,4000.0,92.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,P,23700.0,P,0.0,0.0,0.0,320.0,0.0,200.0,0.0
43.0,3.0,0.0,1,6500.0,P,28500.0,U,0.0,0.0,720.0,380.0,0.0,0.0,0.0
24.0,2.0,0.0,1,0.0,V,3884.0,O,37856.0,4.0,0.0,0.0,0.0,0.0,0.0
48.0,1.0,1.0,1,2000.0,V,45900.0,O,36928.0,22464.0,800.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,1,0.0,R,20250.0,O,17856.0,4.0,0.0,0.0,0.0,0.0,1.0
28.0,0.0,0.0,1,0.0,P,27000.0,O,23392.0,0.0,0.0,0.0,0.0,320.0,0.0
46.0,3.0,0.0,1,0.0,P,30464.0,O,36928.0,34464.0,852.0,560.0,52.0,0.0,0.0
22.0,0.0,0.0,1,5000.0,R,9000.0,O,8928.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,0.0,0.0,1,0.0,E,15600.0,O,20928.0,32000.0,320.0,0.0,0.0,0.0,1.0
53.0,0.0,0.0,1,0.0,P,60000.0,O,12928.0,26464.0,880.0,0.0,0.0,200.0,0.0
63.0,0.0,0.0,1,0.0,P,24000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,1,0.0,R,15000.0,O,48928.0,4.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,P,30000.0,P,0.0,0.0,0.0,580.0,0.0,0.0,0.0
46.0,1.0,0.0,1,3000.0,E,30000.0,O,3392.0,62464.0,1200.0,0.0,0.0,100.0,1.0
43.0,0.0,0.0,1,0.0,V,9360.0,F,0.0,0.0,408.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,P,0.0,P,0.0,0.0,0.0,0.0,0.0,60.0,0.0
46.0,2.0,0.0,1,0.0,P,60000.0,O,63392.0,54464.0,824.0,0.0,0.0,200.0,1.0
50.0,1.0,0.0,1,0.0,V,54000.0,O,37856.0,54464.0,1088.0,0.0,0.0,0.0,1.0
44.0,3.0,0.0,1,0.0,V,49167.0,O,12928.0,56000.0,308.0,476.0,0.0,56.0,0.0
34.0,1.0,0.0,1,2000.0,V,36000.0,U,0.0,0.0,96.0,200.0,0.0,0.0,0.0
44.0,0.0,0.0,1,17800.0,P,30000.0,O,37856.0,34464.0,688.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,1,0.0,V,37800.0,F,0.0,0.0,520.0,400.0,0.0,40.0,0.0
59.0,0.0,0.0,1,0.0,P,45000.0,O,8928.0,54464.0,1176.0,0.0,364.0,0.0,1.0
61.0,0.0,0.0,1,0.0,P,18900.0,N,0.0,0.0,0.0,200.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,P,13500.0,P,0.0,0.0,0.0,0.0,0.0,92.0,0.0
25.0,0.0,0.0,1,0.0,P,57258.0,O,43392.0,4.0,0.0,0.0,1464.0,0.0,0.0
68.0,0.0,0.0,1,0.0,P,8112.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56.0,0.0,0.0,1,0.0,P,15600.0,F,0.0,0.0,480.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,1,0.0,Z,13500.0,O,8928.0,4.0,0.0,0.0,0.0,0.0,1.0
41.0,0.0,0.0,1,2500.0,P,16113.0,U,0.0,0.0,640.0,552.0,0.0,0.0,0.0
65.0,0.0,0.0,1,0.0,P,25500.0,F,0.0,0.0,480.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0,0.0,P,12000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61.0,0.0,0.0,1,0.0,P,27540.0,O,50464.0,0.0,984.0,0.0,160.0,0.0,0.0
39.0,2.0,0.0,1,15000.0,W,0.0,O,43392.0,4.0,0.0,0.0,0.0,80.0,1.0
26.0,0.0,0.0,1,0.0,R,10500.0,U,0.0,0.0,368.0,0.0,0.0,0.0,1.0
64.0,0.0,0.0,1,0.0,V,30870.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,1,0.0,V,40500.0,O,14464.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,2.0,0.0,1,10000.0,V,18264.0,O,14464.0,0.0,348.0,0.0,340.0,0.0,1.0
66.0,0.0,0.0,1,0.0,P,13500.0,P,0.0,0.0,320.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,1,0.0,R,0.0,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,1,0.0,P,14400.0,O,62464.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,1,2910.0,R,20700.0,O,46464.0,4.0,0.0,0.0,448.0,0.0,0.0
47.0,1.0,0.0,1,0.0,P,27000.0,U,0.0,0.0,576.0,388.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,V,23460.0,F,0.0,0.0,800.0,200.0,0.0,0.0,0.0
65.0,0.0,0.0,1,0.0,V,16500.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,2.0,0.0,1,4320.0,P,21600.0,O,46464.0,46464.0,744.0,440.0,0.0,0.0,1.0
41.0,0.0,0.0,1,0.0,V,37620.0,O,928.0,33988.0,0.0,420.0,0.0,160.0,0.0
62.0,0.0,0.0,0,0.0,V,18033.0,O,54000.0,38000.0,296.0,0.0,56.0,80.0,0.0
62.0,0.0,0.0,0,0.0,V,24327.0,P,0.0,0.0,280.0,148.0,0.0,40.0,0.0
35.0,0.0,0.0,1,2000.0,P,27000.0,U,0.0,0.0,400.0,0.0,120.0,0.0,0.0
62.0,0.0,0.0,1,0.0,V,32769.0,O,25464.0,22064.0,640.0,0.0,0.0,0.0,0.0
67.0,0.0,0.0,1,0.0,P,12300.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,1,8500.0,V,40800.0,O,2928.0,53264.0,960.0,0.0,0.0,0.0,0.0
58.0,1.0,0.0,0,14000.0,N,9000.0,O,8928.0,0.0,0.0,0.0,0.0,0.0,1.0
27.0,0.0,0.0,1,768.0,R,0.0,F,0.0,0.0,184.0,0.0,0.0,0.0,1.0
42.0,1.0,0.0,1,0.0,E,25500.0,O,54464.0,57600.0,424.0,0.0,0.0,0.0,1.0
30.0,0.0,0.0,1,2800.0,E,14400.0,O,64000.0,32800.0,268.0,0.0,0.0,0.0,1.0
58.0,0.0,0.0,1,0.0,P,27000.0,P,0.0,0.0,0.0,232.0,0.0,0.0,0.0
38.0,3.0,0.0,1,15000.0,P,5760.0,O,63392.0,34464.0,744.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,V,19500.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,1.0,0.0,1,0.0,P,24000.0,O,42464.0,24464.0,800.0,0.0,440.0,0.0,0.0
33.0,0.0,0.0,1,14000.0,V,51000.0,O,14464.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,1,0.0,R,16200.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,0.0,1,0.0,P,19347.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,T,5400.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61.0,0.0,0.0,1,8200.0,P,36000.0,O,38464.0,26464.0,704.0,0.0,548.0,0.0,0.0
54.0,1.0,0.0,1,0.0,P,53208.0,O,1392.0,14464.0,800.0,420.0,0.0,200.0,0.0
40.0,3.0,0.0,1,0.0,V,9014.0,O,9856.0,14464.0,0.0,0.0,0.0,0.0,0.0
47.0,2.0,0.0,1,0.0,P,19500.0,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.0,0.0,1,0.0,V,45600.0,O,3392.0,24928.0,1388.0,500.0,0.0,0.0,0.0
18.0,0.0,0.0,1,0.0,E,27000.0,O,21248.0,28000.0,240.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0,0.0,P,22500.0,F,0.0,0.0,120.0,0.0,0.0,0.0,1.0
66.0,0.0,0.0,0,0.0,T,0.0,N,0.0,0.0,320.0,0.0,0.0,0.0,1.0
50.0,2.0,0.0,1,2200.0,V,45000.0,O,8928.0,7264.0,492.0,316.0,0.0,40.0,0.0
27.0,0.0,0.0,1,0.0,R,0.0,O,23392.0,4.0,0.0,200.0,0.0,0.0,1.0
64.0,0.0,0.0,1,0.0,P,22500.0,N,0.0,0.0,320.0,400.0,0.0,0.0,0.0
60.0,0.0,0.0,0,0.0,V,20100.0,P,0.0,0.0,480.0,216.0,0.0,0.0,0.0
59.0,0.0,0.0,1,0.0,V,30699.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,2.0,1.0,1,0.0,P,14864.0,O,23392.0,26464.0,528.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,1,0.0,V,12000.0,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,2.0,0.0,1,0.0,B,36464.0,O,63392.0,34464.0,960.0,0.0,0.0,1200.0,0.0
60.0,0.0,0.0,0,0.0,U,14400.0,P,0.0,0.0,160.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,1,0.0,P,15000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,1,2488.0,P,31500.0,O,28928.0,16000.0,320.0,500.0,0.0,80.0,0.0
42.0,0.0,0.0,1,0.0,E,30000.0,O,43392.0,22464.0,800.0,372.0,0.0,0.0,0.0
49.0,4.0,0.0,1,0.0,W,15660.0,O,18464.0,40000.0,340.0,0.0,0.0,0.0,0.0
46.0,2.0,0.0,1,2800.0,P,61500.0,O,48928.0,40000.0,320.0,0.0,0.0,400.0,0.0
54.0,0.0,0.0,1,0.0,E,60000.0,U,0.0,0.0,408.0,0.0,0.0,0.0,0.0
65.0,0.0,0.0,0,0.0,V,18000.0,U,0.0,0.0,288.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,1,0.0,P,27000.0,U,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64.0,0.0,0.0,1,0.0,V,36000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,1,0.0,B,25500.0,F,0.0,0.0,520.0,0.0,0.0,0.0,1.0
58.0,0.0,0.0,1,5600.0,P,36600.0,O,62464.0,33264.0,760.0,120.0,0.0,0.0,0.0
67.0,0.0,0.0,1,0.0,V,12537.0,P,0.0,0.0,400.0,0.0,0.0,0.0,0.0
35.0,1.0,0.0,1,7367.0,P,18087.0,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.0,0.0,1,0.0,V,26400.0,F,0.0,0.0,320.0,0.0,0.0,0.0,0.0
49.0,4.0,0.0,1,1500.0,P,30000.0,O,43392.0,14464.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,P,21000.0,P,0.0,0.0,640.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,1,0.0,R,0.0,O,12928.0,4.0,0.0,0.0,0.0,0.0,1.0
42.0,0.0,0.0,1,0.0,V,19092.0,O,0.0,0.0,0.0,216.0,0.0,0.0,0.0
29.0,0.0,0.0,1,11649.0,P,45000.0,O,28928.0,26000.0,820.0,300.0,0.0,0.0,0.0
69.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.0,3.0,0.0,1,0.0,E,37856.0,O,28032.0,4.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,1,2461.0,R,16131.0,O,46464.0,4.0,0.0,0.0,0.0,0.0,0.0
57.0,1.0,1.0,1,0.0,P,27000.0,U,0.0,0.0,520.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,1,0.0,V,46500.0,O,54464.0,10464.0,640.0,0.0,0.0,0.0,0.0
18.0,2.0,0.0,1,0.0,R,0.0,O,17856.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,1,0.0,E,43200.0,O,54464.0,24000.0,340.0,0.0,0.0,0.0,0.0
62.0,1.0,0.0,1,0.0,E,9360.0,O,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64.0,0.0,0.0,1,0.0,P,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,1,0.0,P,20700.0,O,46464.0,11000.0,192.0,236.0,0.0,0.0,0.0
41.0,2.0,0.0,1,3000.0,P,31500.0,O,8928.0,34000.0,240.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,1,0.0,V,43632.0,O,2928.0,34464.0,684.0,0.0,328.0,300.0,0.0
40.0,0.0,0.0,1,30000.0,W,0.0,O,32320.0,54464.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,1,0.0,P,54464.0,O,6784.0,4.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,1,0.0,P,30000.0,O,34464.0,4.0,0.0,0.0,52.0,0.0,1.0
66.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64.0,0.0,0.0,1,0.0,B,19290.0,P,0.0,0.0,0.0,0.0,32.0,0.0,0.0
58.0,2.0,0.0,1,0.0,W,0.0,U,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,1.0,0.0,1,300.0,P,27000.0,O,13568.0,20000.0,200.0,0.0,0.0,240.0,1.0
67.0,0.0,0.0,1,0.0,P,6024.0,P,16000.0,6000.0,0.0,0.0,0.0,0.0,1.0
40.0,1.0,0.0,1,5227.0,P,11733.0,U,0.0,0.0,280.0,184.0,76.0,0.0,0.0
22.0,0.0,0.0,1,2200.0,E,58500.0,O,56928.0,36.0,0.0,0.0,0.0,0.0,1.0
63.0,0.0,0.0,1,0.0,P,14820.0,P,0.0,0.0,320.0,140.0,0.0,0.0,1.0
69.0,0.0,0.0,1,0.0,P,15000.0,P,0.0,0.0,0.0,0.0,0.0,40.0,0.0
29.0,0.0,0.0,1,0.0,V,15000.0,O,61248.0,54464.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,1,0.0,E,18000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,2.0,1.0,1,0.0,E,36000.0,O,28464.0,2464.0,588.0,108.0,0.0,0.0,1.0
46.0,1.0,0.0,1,5000.0,W,5850.0,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,1,0.0,E,0.0,P,0.0,0.0,0.0,0.0,400.0,0.0,1.0
41.0,1.0,0.0,1,4000.0,P,33000.0,U,0.0,0.0,552.0,280.0,0.0,160.0,1.0
55.0,0.0,0.0,1,0.0,P,46562.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,1,0.0,P,55131.0,O,32320.0,48928.0,1600.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,P,7200.0,P,0.0,0.0,80.0,0.0,0.0,0.0,1.0
53.0,0.0,0.0,1,14700.0,V,44100.0,O,8928.0,34464.0,704.0,624.0,0.0,0.0,0.0
69.0,0.0,0.0,1,0.0,P,7488.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,V,18000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,1,15000.0,P,30000.0,O,23392.0,26464.0,664.0,0.0,0.0,80.0,0.0
52.0,0.0,0.0,1,7000.0,P,39000.0,O,57856.0,4928.0,1000.0,560.0,360.0,180.0,0.0
59.0,0.0,0.0,0,0.0,M,30000.0,O,60464.0,0.0,480.0,428.0,0.0,0.0,0.0
34.0,0.0,0.0,1,9000.0,P,24000.0,U,0.0,0.0,468.0,400.0,0.0,0.0,0.0
58.0,0.0,0.0,1,9600.0,W,0.0,O,46464.0,12464.0,604.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,V,15900.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,1.0,1,12000.0,M,7964.0,U,0.0,0.0,800.0,0.0,0.0,0.0,0.0
51.0,3.0,0.0,1,0.0,P,51000.0,O,12320.0,4928.0,1108.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,1,5600.0,V,42000.0,O,20928.0,4.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,1,0.0,P,22200.0,F,0.0,0.0,352.0,0.0,0.0,0.0,0.0
53.0,0.0,1.0,1,0.0,P,9464.0,O,57856.0,54464.0,1000.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,1,0.0,R,0.0,U,0.0,0.0,584.0,0.0,0.0,0.0,1.0
56.0,0.0,0.0,1,0.0,V,33000.0,P,0.0,0.0,0.0,920.0,0.0,0.0,1.0
55.0,2.0,0.0,1,0.0,V,31500.0,O,60928.0,54464.0,960.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0,0.0,R,0.0,O,14464.0,4.0,0.0,0.0,0.0,0.0,1.0
62.0,0.0,0.0,1,0.0,P,21000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,1,0.0,R,0.0,U,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61.0,2.0,0.0,1,0.0,P,16500.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66.0,0.0,0.0,1,0.0,T,6000.0,P,0.0,0.0,160.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,1,2000.0,R,24000.0,O,3392.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,1.0,0.0,1,0.0,P,19500.0,F,0.0,0.0,388.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0,0.0,P,20100.0,F,0.0,0.0,480.0,0.0,0.0,0.0,1.0
40.0,2.0,0.0,1,0.0,V,64800.0,O,17856.0,48000.0,368.0,0.0,0.0,0.0,1.0
65.0,0.0,0.0,1,0.0,T,5538.0,P,0.0,0.0,400.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,0,0.0,P,13800.0,F,0.0,0.0,272.0,0.0,0.0,32.0,0.0
61.0,0.0,0.0,1,0.0,P,33000.0,O,38464.0,24064.0,764.0,0.0,0.0,60.0,0.0
42.0,1.0,0.0,1,7000.0,E,9000.0,O,20928.0,22464.0,880.0,0.0,0.0,0.0,1.0
28.0,0.0,0.0,1,0.0,R,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,1,0.0,P,24900.0,U,0.0,0.0,0.0,0.0,552.0,0.0,0.0
55.0,0.0,0.0,1,0.0,P,29700.0,F,0.0,0.0,260.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,1,0.0,R,45000.0,O,3392.0,9600.0,1240.0,0.0,0.0,160.0,0.0
41.0,1.0,0.0,1,0.0,E,0.0,U,0.0,0.0,368.0,0.0,0.0,0.0,1.0
51.0,2.0,0.0,1,2000.0,P,24000.0,O,8928.0,40000.0,368.0,200.0,0.0,0.0,1.0
55.0,1.0,0.0,1,0.0,E,9464.0,O,63392.0,23392.0,1400.0,0.0,0.0,0.0,1.0
37.0,0.0,1.0,1,0.0,M,13964.0,O,40928.0,28928.0,1520.0,656.0,0.0,0.0,0.0
42.0,0.0,0.0,1,1230.0,P,39000.0,O,54464.0,40000.0,0.0,0.0,0.0,0.0,1.0
62.0,0.0,0.0,1,8725.0,V,27969.0,O,26464.0,21864.0,688.0,320.0,0.0,260.0,0.0
61.0,0.0,0.0,1,2000.0,P,45000.0,O,62464.0,46464.0,840.0,0.0,580.0,0.0,0.0
43.0,3.0,0.0,1,1872.0,P,21000.0,U,0.0,0.0,388.0,0.0,100.0,0.0,1.0
58.0,2.0,0.0,1,0.0,B,45000.0,O,17856.0,52464.0,800.0,0.0,0.0,0.0,0.0
42.0,3.0,0.0,1,1680.0,B,24000.0,O,3392.0,46000.0,292.0,0.0,0.0,0.0,1.0
66.0,0.0,0.0,1,0.0,E,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0,0.0,V,19323.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62.0,0.0,0.0,1,0.0,P,15000.0,P,0.0,0.0,340.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,1,0.0,E,18000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.0,2.0,0.0,1,0.0,P,27000.0,U,0.0,0.0,580.0,100.0,56.0,0.0,0.0
63.0,0.0,0.0,1,0.0,E,15000.0,P,0.0,0.0,240.0,0.0,0.0,200.0,0.0
66.0,0.0,0.0,1,0.0,P,17010.0,P,0.0,0.0,0.0,0.0,0.0,120.0,0.0
64.0,0.0,0.0,1,0.0,P,24300.0,P,0.0,0.0,200.0,160.0,0.0,0.0,1.0
52.0,0.0,0.0,1,11500.0,V,36000.0,O,60464.0,60464.0,0.0,480.0,776.0,0.0,0.0
43.0,2.0,0.0,1,0.0,P,57000.0,O,48928.0,44000.0,320.0,620.0,0.0,320.0,0.0
10.0,1.0,0.0,1,0.0,R,22500.0,O,6928.0,4.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,0.0,1,0.0,P,13800.0,P,0.0,0.0,480.0,116.0,0.0,0.0,1.0
61.0,0.0,0.0,1,0.0,P,19500.0,P,0.0,0.0,400.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,1,0.0,P,9464.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,2.0,0.0,1,1000.0,P,9464.0,O,16960.0,54464.0,1200.0,0.0,0.0,0.0,0.0
57.0,1.0,0.0,1,0.0,W,0.0,O,32928.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,0.0,0.0,1,0.0,R,0.0,O,28928.0,4.0,0.0,0.0,0.0,0.0,1.0
57.0,1.0,0.0,1,0.0,P,16200.0,O,2992.0,14928.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,1,0.0,P,60000.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,2.0,0.0,1,0.0,E,20160.0,O,34464.0,32464.0,720.0,0.0,0.0,0.0,1.0
67.0,0.0,0.0,1,0.0,T,5400.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58.0,0.0,0.0,1,10300.0,P,54000.0,O,63392.0,18464.0,560.0,560.0,0.0,0.0,0.0
27.0,0.0,0.0,1,10192.0,W,0.0,O,8928.0,4.0,0.0,0.0,0.0,0.0,1.0
57.0,1.0,0.0,0,4500.0,P,22500.0,U,0.0,0.0,320.0,56.0,0.0,0.0,0.0
56.0,2.0,0.0,1,0.0,P,54000.0,O,22464.0,54800.0,500.0,0.0,0.0,120.0,0.0
60.0,0.0,0.0,1,0.0,P,30000.0,P,0.0,0.0,0.0,800.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,P,31500.0,O,44464.0,39464.0,840.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,V,20043.0,F,0.0,0.0,400.0,0.0,0.0,0.0,1.0
15.0,0.0,0.0,1,0.0,R,39000.0,O,48928.0,4.0,0.0,0.0,0.0,0.0,1.0
69.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,2.0,0.0,1,0.0,P,50256.0,O,30464.0,0.0,540.0,200.0,0.0,0.0,0.0
64.0,0.0,0.0,1,0.0,V,19818.0,F,0.0,0.0,280.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,1,0.0,V,15588.0,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,1.0,0.0,1,20000.0,W,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,2.0,0.0,1,2300.0,E,36000.0,O,8928.0,48000.0,348.0,680.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,U,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,2.0,0.0,0,8500.0,V,24000.0,U,0.0,0.0,380.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,7000.0,E,36000.0,O,22464.0,2464.0,320.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,P,20100.0,P,0.0,0.0,400.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,1,0.0,R,0.0,O,54464.0,4.0,0.0,0.0,0.0,0.0,1.0
47.0,0.0,0.0,1,0.0,P,12464.0,O,17856.0,44000.0,364.0,1040.0,0.0,0.0,1.0
48.0,3.0,0.0,1,0.0,P,9464.0,F,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
19.0,0.0,1.0,1,0.0,R,0.0,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,1,13000.0,P,25500.0,O,30464.0,0.0,680.0,0.0,0.0,400.0,0.0
24.0,0.0,0.0,1,0.0,V,10311.0,U,0.0,0.0,448.0,0.0,0.0,0.0,0.0
65.0,0.0,0.0,1,0.0,P,18000.0,F,0.0,0.0,0.0,0.0,0.0,800.0,0.0
47.0,0.0,0.0,1,0.0,V,14976.0,O,0.0,0.0,0.0,320.0,0.0,0.0,0.0
67.0,0.0,0.0,1,0.0,P,12000.0,P,0.0,0.0,160.0,200.0,0.0,0.0,0.0
34.0,0.0,0.0,1,0.0,P,0.0,O,4464.0,0.0,180.0,0.0,0.0,0.0,1.0
60.0,0.0,0.0,1,6500.0,V,24000.0,O,0.0,0.0,468.0,240.0,0.0,0.0,1.0
40.0,1.0,0.0,1,0.0,E,37440.0,O,54464.0,34464.0,760.0,436.0,312.0,0.0,1.0
69.0,0.0,0.0,1,0.0,T,5400.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,0.0,0.0,1,0.0,R,0.0,U,0.0,0.0,192.0,0.0,0.0,0.0,1.0
51.0,2.0,0.0,1,2000.0,P,30000.0,O,8928.0,38464.0,740.0,160.0,120.0,20.0,0.0
59.0,0.0,0.0,1,0.0,P,18300.0,O,22464.0,22464.0,568.0,0.0,0.0,0.0,1.0
62.0,0.0,0.0,1,0.0,P,30000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,1,0.0,V,40392.0,O,12320.0,0.0,1760.0,372.0,76.0,280.0,0.0
67.0,0.0,0.0,1,0.0,P,18756.0,F,0.0,0.0,440.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,1,0.0,V,22500.0,F,0.0,0.0,480.0,0.0,0.0,0.0,0.0
53.0,3.0,0.0,1,10000.0,P,13500.0,O,54464.0,26464.0,640.0,700.0,0.0,0.0,0.0
