k1,k2,k3,k4,k5,k6,k7,k8,st,k9,k10,cb_person_cred_hist_length
34,35000,RENT,9,DEBTCONSOLIDATION,A,8000,,0,0.23,N,10
22,60000,MORTGAGE,6,EDUCATION,B,3950,10.65,0,0.07,N,2
22,50000,RENT,1,MEDICAL,A,11000,,0,0.22,N,2
25,101424,RENT,6,PERSONAL,A,2000,7.29,0,0.02,N,3
22,87000,OWN,4,EDUCATION,A,10000,8.59,0,0.11,N,3
30,65000,RENT,2,MEDICAL,A,8000,7.51,0,0.12,N,5
34,70000,MORTGAGE,14,PERSONAL,E,14000,16.4,0,0.2,N,6
22,52800,MORTGAGE,6,PERSONAL,A,7000,6.76,0,0.13,N,2
59,83768,MORTGAGE,15,PERSONAL,B,12000,11.86,0,0.14,N,18
28,78000,MORTGAGE,1,HOMEIMPROVEMENT,C,5000,12.99,0,0.06,Y,7
38,85000,RENT,1,VENTURE,B,14400,11.99,0,0.17,N,14
21,39828,OWN,,PERSONAL,B,15000,10.99,0,0.38,N,3
27,40000,RENT,4,MEDICAL,B,12000,12.69,0,0.3,N,8
25,85000,MORTGAGE,9,MEDICAL,A,4000,7.88,0,0.05,N,3
35,48000,RENT,3,MEDICAL,B,11500,11.11,0,0.24,N,9
35,68324,RENT,3,MEDICAL,C,15600,12.84,0,0.23,Y,8
26,62200,MORTGAGE,0,PERSONAL,E,18000,16.63,0,0.29,N,3
29,70000,RENT,2,EDUCATION,A,4350,,0,0.06,N,10
22,54000,RENT,2,DEBTCONSOLIDATION,B,12000,10.99,0,0.22,N,2
28,60589,MORTGAGE,1,HOMEIMPROVEMENT,B,2650,9.88,0,0.04,N,10
26,40000,MORTGAGE,3,VENTURE,B,1750,11.83,0,0.04,N,4
24,120155,MORTGAGE,4,EDUCATION,A,12000,,0,0.1,N,4
22,50000,RENT,0,EDUCATION,A,9200,6.92,0,0.18,N,4
22,56902,MORTGAGE,6,DEBTCONSOLIDATION,A,12000,7.14,0,0.21,N,4
22,65000,MORTGAGE,4,EDUCATION,A,9000,9.63,0,0.14,N,3
21,56400,OWN,5,VENTURE,A,5000,6.54,0,0.09,N,2
30,49000,OWN,7,HOMEIMPROVEMENT,B,8500,12.18,0,0.17,N,10
43,57000,MORTGAGE,0,EDUCATION,A,2725,,0,0.05,N,12
30,87580,OWN,15,MEDICAL,A,4700,,0,0.05,N,7
22,45600,MORTGAGE,5,VENTURE,B,2000,10.36,0,0.04,N,2
26,55000,MORTGAGE,8,VENTURE,B,7000,12.53,0,0.13,N,4
26,62000,MORTGAGE,1,DEBTCONSOLIDATION,A,8400,6.62,0,0.14,N,4
31,17676,OWN,1,VENTURE,D,2500,14.74,0,0.14,Y,7
26,100000,MORTGAGE,5,EDUCATION,B,24000,10.99,0,0.24,N,4
22,81400,MORTGAGE,4,MEDICAL,B,8500,,0,0.1,N,2
27,48000,RENT,7,EDUCATION,A,9800,8.59,0,0.2,N,5
42,74000,MORTGAGE,7,DEBTCONSOLIDATION,A,5300,8.38,0,0.07,N,12
24,24996,RENT,0,PERSONAL,B,4000,9.45,0,0.16,N,3
24,62000,MORTGAGE,7,PERSONAL,A,6200,,0,0.1,N,2
49,50000,RENT,4,DEBTCONSOLIDATION,B,9200,,0,0.18,N,16
40,25920,OWN,2,HOMEIMPROVEMENT,D,4750,,0,0.18,N,17
26,62000,RENT,1,DEBTCONSOLIDATION,B,10000,11.26,0,0.16,N,2
24,85000,MORTGAGE,8,PERSONAL,A,10400,5.79,0,0.12,N,4
24,62677,MORTGAGE,2,MEDICAL,B,6000,10.2,0,0.1,N,2
23,78000,RENT,5,MEDICAL,B,17000,10.99,0,0.22,N,3
33,69000,RENT,8,HOMEIMPROVEMENT,B,7400,9.76,0,0.11,N,5
23,72000,MORTGAGE,7,VENTURE,A,9000,6.76,0,0.13,N,2
36,25000,MORTGAGE,0,MEDICAL,B,3000,8.7,0,0.12,N,14
24,50000,RENT,3,HOMEIMPROVEMENT,C,10000,14.27,0,0.2,Y,4
22,70000,MORTGAGE,6,EDUCATION,A,9750,8.49,0,0.14,N,4
22,54252,MORTGAGE,6,PERSONAL,A,3500,6.39,0,0.06,N,4
22,44684,RENT,1,DEBTCONSOLIDATION,C,8000,12.04,0,0.18,Y,2
27,20400,RENT,3,VENTURE,A,5500,6.91,0,0.27,N,8
32,112445,MORTGAGE,4,DEBTCONSOLIDATION,A,6000,5.42,0,0.05,N,10
44,85280,MORTGAGE,4,PERSONAL,B,7000,10.62,0,0.08,N,12
23,73500,RENT,3,PERSONAL,B,15000,11.89,0,0.2,N,3
23,30000,RENT,2,EDUCATION,A,6400,6.99,0,0.21,N,4
22,50000,MORTGAGE,6,EDUCATION,B,8000,11.12,0,0.16,N,4
24,96000,MORTGAGE,8,VENTURE,A,4200,5.99,0,0.04,N,3
23,57996,RENT,7,EDUCATION,C,10000,13.23,0,0.17,N,3
27,49500,RENT,6,PERSONAL,C,6000,11.22,0,0.12,N,8
24,85000,OWN,8,VENTURE,A,10000,6.62,0,0.12,N,4
30,40000,RENT,2,MEDICAL,C,8500,12.53,0,0.21,N,8
30,40000,RENT,1,PERSONAL,A,5500,7.74,0,0.14,N,6
25,71604,RENT,0,EDUCATION,B,7200,10.95,0,0.1,N,4
26,65000,MORTGAGE,10,HOMEIMPROVEMENT,A,8000,6.99,0,0.12,N,3
28,82500,MORTGAGE,12,DEBTCONSOLIDATION,A,11000,7.49,0,0.13,N,7
35,60000,RENT,0,DEBTCONSOLIDATION,C,4000,13.98,0,0.07,N,7
34,103363,MORTGAGE,4,DEBTCONSOLIDATION,B,15000,,0,0.15,N,8
24,125000,RENT,4,VENTURE,B,11500,10.38,0,0.09,N,2
25,100000,RENT,3,EDUCATION,B,12000,9.91,0,0.12,N,2
25,35000,RENT,5,VENTURE,B,9600,9.91,0,0.27,N,2
25,39996,RENT,9,VENTURE,B,6000,9.7,0,0.15,N,4
22,48000,MORTGAGE,3,VENTURE,B,8000,12.53,0,0.17,N,4
24,47500,MORTGAGE,3,MEDICAL,B,13750,11.71,0,0.29,N,4
27,51996,RENT,7,HOMEIMPROVEMENT,C,7600,14.17,0,0.15,N,8
28,80000,RENT,12,MEDICAL,A,17000,5.79,0,0.21,N,6
28,120000,MORTGAGE,5,MEDICAL,C,22000,13.72,0,0.18,Y,6
32,62000,RENT,1,HOMEIMPROVEMENT,B,8000,9.99,0,0.13,N,5
22,60000,RENT,2,EDUCATION,B,8000,10,0,0.13,N,4
24,40000,OWN,6,EDUCATION,A,2800,8.49,0,0.07,N,4
22,52596,RENT,1,PERSONAL,B,15000,10.74,0,0.29,N,2
21,20004,RENT,2,EDUCATION,B,3000,10.37,0,0.15,N,3
30,28000,RENT,1,PERSONAL,C,7000,13.22,0,0.25,Y,10
24,57000,RENT,8,MEDICAL,A,14400,7.49,0,0.25,N,4
22,74000,RENT,6,PERSONAL,B,12600,10.65,0,0.17,N,3
40,60000,MORTGAGE,1,HOMEIMPROVEMENT,C,3500,12.99,0,0.06,Y,14
26,92000,OWN,3,HOMEIMPROVEMENT,B,22500,10.99,0,0.24,N,2
32,92000,MORTGAGE,1,EDUCATION,B,5000,,0,0.05,N,8
38,175000,MORTGAGE,21,VENTURE,B,10000,11.26,0,0.06,N,17
31,125004,RENT,13,VENTURE,B,24000,9.25,0,0.19,N,8
32,21600,RENT,,DEBTCONSOLIDATION,C,5500,14.72,0,0.25,Y,7
35,105000,MORTGAGE,18,PERSONAL,B,3000,10.37,0,0.03,N,7
23,56900,MORTGAGE,7,MEDICAL,B,11200,,0,0.2,N,3
24,40000,RENT,0,VENTURE,B,8000,10.25,0,0.2,N,4
33,24000,RENT,3,EDUCATION,B,1600,8.88,0,0.07,N,6
25,65000,RENT,8,HOMEIMPROVEMENT,C,18000,,0,0.28,N,3
35,38400,MORTGAGE,1,VENTURE,B,9500,10.36,0,0.25,N,6
44,50000,OWN,6,VENTURE,C,8500,,0,0.17,N,15
31,25000,MORTGAGE,,DEBTCONSOLIDATION,A,3000,8.9,0,0.12,N,8
24,133000,RENT,5,EDUCATION,B,17400,11.71,0,0.13,N,4
31,82000,MORTGAGE,15,DEBTCONSOLIDATION,A,9000,5.42,0,0.11,N,10
21,15874,RENT,,EDUCATION,B,1500,,0,0.09,N,3
30,46044,RENT,4,VENTURE,B,5000,,0,0.11,N,7
25,37200,RENT,0,DEBTCONSOLIDATION,B,7000,12.42,0,0.19,N,3
27,56400,RENT,9,EDUCATION,B,3000,11.83,0,0.05,N,9
24,31609,RENT,4,MEDICAL,C,4000,13.92,0,0.13,Y,4
27,63945,RENT,6,VENTURE,A,3500,7.9,0,0.05,N,5
24,98000,OWN,8,VENTURE,A,12000,7.49,0,0.12,N,2
23,78000,MORTGAGE,5,EDUCATION,B,5000,11.71,0,0.06,N,2
34,16800,OWN,0,PERSONAL,C,1600,13.72,0,0.1,Y,5
22,64000,MORTGAGE,5,VENTURE,B,6000,10.99,0,0.09,N,3
31,160000,RENT,8,VENTURE,C,3600,15.23,0,0.02,Y,9
38,81000,RENT,0,HOMEIMPROVEMENT,A,24000,8.49,0,0.3,N,13
25,140000,MORTGAGE,3,MEDICAL,B,8000,11.71,0,0.06,N,2
31,60682,RENT,3,PERSONAL,A,8650,8.49,0,0.14,N,8
21,90200,RENT,2,PERSONAL,C,19125,13.92,0,0.21,N,4
27,95000,MORTGAGE,6,PERSONAL,C,15000,12.68,0,0.16,N,9
23,60000,RENT,1,MEDICAL,B,3000,10.25,0,0.05,N,4
30,144600,RENT,14,VENTURE,B,24250,,0,0.17,N,6
37,145000,MORTGAGE,0,DEBTCONSOLIDATION,B,21000,11.99,0,0.14,N,15
23,30000,MORTGAGE,3,DEBTCONSOLIDATION,A,3800,5.79,0,0.13,N,3
26,111000,RENT,1,HOMEIMPROVEMENT,B,7200,12.18,0,0.06,N,3
35,66000,MORTGAGE,6,DEBTCONSOLIDATION,B,9100,12.42,0,0.14,N,7
22,38400,MORTGAGE,,PERSONAL,A,1000,5.79,0,0.03,N,2
33,75000,MORTGAGE,2,MEDICAL,A,10000,7.88,0,0.13,N,9
25,100000,RENT,9,PERSONAL,D,6000,14.42,0,0.06,Y,3
22,50650,RENT,4,DEBTCONSOLIDATION,B,6000,11.86,0,0.12,N,2
58,51252,RENT,0,PERSONAL,B,13500,11.58,0,0.26,N,21
24,54000,RENT,5,PERSONAL,A,2400,8,0,0.04,N,3
40,71599,RENT,0,EDUCATION,A,6000,9.63,0,0.08,N,17
31,45000,MORTGAGE,6,DEBTCONSOLIDATION,A,2500,7.88,0,0.06,N,8
30,65000,RENT,11,PERSONAL,D,12800,15.2,0,0.2,N,6
25,38400,MORTGAGE,9,EDUCATION,B,12000,10.38,0,0.31,N,3
26,108000,MORTGAGE,2,MEDICAL,B,18500,12.18,0,0.17,N,2
21,60000,RENT,0,PERSONAL,A,12000,7.51,0,0.2,N,3
21,47000,MORTGAGE,2,MEDICAL,A,5400,8.9,0,0.11,N,3
33,53000,RENT,6,HOMEIMPROVEMENT,B,2500,9.99,0,0.05,N,7
21,67000,MORTGAGE,5,EDUCATION,D,25000,15.65,0,0.37,Y,2
23,68400,MORTGAGE,,VENTURE,B,1800,8.88,0,0.03,N,4
27,88000,MORTGAGE,4,VENTURE,B,14000,12.42,0,0.16,N,10
26,21000,RENT,3,PERSONAL,A,5000,6.99,0,0.24,N,3
26,33000,RENT,1,VENTURE,B,3500,10.25,0,0.11,N,2
36,33996,RENT,12,PERSONAL,A,8000,,0,0.24,N,15
35,37440,RENT,2,MEDICAL,B,8000,10.99,0,0.21,N,7
31,75000,MORTGAGE,4,MEDICAL,B,13800,,0,0.18,N,9
23,38000,RENT,5,PERSONAL,B,8000,10.65,0,0.21,N,3
62,66000,RENT,2,EDUCATION,B,6000,,0,0.09,N,23
25,46116,MORTGAGE,9,DEBTCONSOLIDATION,C,10000,11.03,0,0.22,N,3
29,68000,RENT,2,PERSONAL,C,10000,14.27,0,0.15,N,8
37,51000,RENT,11,PERSONAL,B,10000,12.69,0,0.2,N,15
22,32400,MORTGAGE,6,EDUCATION,A,3625,6.92,0,0.11,N,3
25,141996,MORTGAGE,0,PERSONAL,A,14000,7.51,0,0.1,N,3
37,78000,RENT,0,MEDICAL,C,9600,12.99,0,0.12,N,16
36,103000,RENT,0,DEBTCONSOLIDATION,C,20000,13.79,0,0.19,Y,17
24,72000,MORTGAGE,1,VENTURE,B,6000,9.99,0,0.08,N,2
33,21600,RENT,2,EDUCATION,C,6500,,0,0.3,N,10
24,44000,RENT,1,EDUCATION,B,4000,8.7,0,0.09,N,2
25,39000,MORTGAGE,9,DEBTCONSOLIDATION,C,3000,13.99,0,0.08,N,2
22,29534,RENT,1,EDUCATION,B,4800,11.99,0,0.16,N,4
32,48000,RENT,5,DEBTCONSOLIDATION,B,5000,11.49,0,0.1,N,8
39,18996,RENT,5,EDUCATION,A,2000,7.88,0,0.11,N,12
23,40000,RENT,5,DEBTCONSOLIDATION,B,2000,11.71,0,0.05,N,4
22,88000,MORTGAGE,0,VENTURE,B,15000,11.83,0,0.17,N,4
35,84000,OWN,4,HOMEIMPROVEMENT,A,9000,6.76,0,0.11,N,6
26,20004,RENT,2,DEBTCONSOLIDATION,B,4000,12.18,0,0.2,N,4
22,38004,RENT,0,MEDICAL,B,4100,11.49,0,0.11,N,4
22,60000,RENT,3,PERSONAL,B,6500,9.25,0,0.11,N,2
23,20800,RENT,4,EDUCATION,D,3200,14.84,0,0.15,N,2
28,39000,RENT,3,PERSONAL,B,5000,10.25,0,0.13,N,7
29,26400,RENT,4,MEDICAL,A,7200,7.49,0,0.27,N,10
46,60000,RENT,9,VENTURE,D,15000,16.32,0,0.25,N,13
22,41800,MORTGAGE,3,VENTURE,A,3100,6.76,0,0.07,N,4
28,140000,RENT,3,EDUCATION,B,12000,9.91,0,0.09,N,10
30,24000,RENT,,MEDICAL,C,1000,15.96,0,0.04,Y,7
22,28000,MORTGAGE,6,PERSONAL,B,10000,10.99,0,0.36,N,3
37,7200,RENT,0,VENTURE,B,1000,11.14,0,0.14,N,13
21,40000,RENT,2,EDUCATION,C,2000,14.72,0,0.05,N,3
30,85000,MORTGAGE,14,MEDICAL,A,6000,5.42,0,0.07,N,8
23,30000,MORTGAGE,0,DEBTCONSOLIDATION,A,6500,7.74,0,0.22,N,4
29,93000,RENT,1,HOMEIMPROVEMENT,B,10000,11.14,0,0.11,N,8
21,160000,MORTGAGE,3,VENTURE,D,15250,15.31,0,0.1,Y,4
25,80004,RENT,5,EDUCATION,B,10000,9.62,0,0.12,N,4
21,71688,MORTGAGE,2,EDUCATION,D,7500,13.17,0,0.1,Y,4
30,52000,MORTGAGE,2,PERSONAL,C,18500,10.91,0,0.36,N,7
23,54996,MORTGAGE,7,PERSONAL,C,8000,14.35,0,0.15,N,4
24,60000,OWN,9,HOMEIMPROVEMENT,B,15000,11.83,0,0.25,N,3
23,26400,RENT,7,EDUCATION,A,3800,7.9,0,0.14,N,2
28,99518,MORTGAGE,10,DEBTCONSOLIDATION,A,6500,5.99,0,0.07,N,6
22,30000,RENT,4,MEDICAL,B,6000,12.42,0,0.2,N,4
23,100080,MORTGAGE,7,PERSONAL,B,20600,12.53,0,0.21,N,4
23,92000,RENT,2,EDUCATION,A,4000,5.42,0,0.04,N,2
23,84000,MORTGAGE,5,PERSONAL,A,4200,5.42,0,0.05,N,4
27,51395,RENT,11,VENTURE,B,15000,10.99,0,0.29,N,6
23,90000,MORTGAGE,1,EDUCATION,E,15000,16.32,0,0.17,N,2
40,100010,MORTGAGE,11,MEDICAL,B,8000,9.99,0,0.08,N,15
27,65000,MORTGAGE,11,PERSONAL,A,3000,7.51,0,0.05,N,8
30,120000,MORTGAGE,15,EDUCATION,A,11000,6.03,0,0.09,N,9
25,75000,RENT,8,DEBTCONSOLIDATION,B,20000,,0,0.27,N,4
30,48000,RENT,3,VENTURE,C,10000,12.87,0,0.21,Y,8
24,44475,OWN,1,VENTURE,B,5000,10.65,0,0.11,N,3
30,91644,MORTGAGE,14,VENTURE,C,5000,11.03,0,0.05,Y,7
24,33996,MORTGAGE,8,VENTURE,D,4000,14.91,0,0.12,Y,2
34,33000,RENT,3,MEDICAL,A,8875,7.66,0,0.27,N,7
21,18000,RENT,3,DEBTCONSOLIDATION,C,1500,12.87,0,0.08,Y,4
30,31000,RENT,1,MEDICAL,C,4800,13.43,0,0.15,Y,5
22,38000,RENT,5,PERSONAL,C,10000,13.49,0,0.26,N,2
21,45996,OWN,5,VENTURE,A,10000,5.79,0,0.22,N,3
30,200000,OWN,14,VENTURE,A,16000,,0,0.08,N,5
21,40000,RENT,5,MEDICAL,A,3600,5.42,0,0.09,N,4
24,50000,RENT,4,DEBTCONSOLIDATION,B,3600,11.36,0,0.07,N,3
22,78000,RENT,3,MEDICAL,C,8000,13.79,0,0.1,Y,4
30,120000,MORTGAGE,14,VENTURE,D,7500,15.65,0,0.06,N,8
31,75000,MORTGAGE,3,VENTURE,F,8000,18.21,0,0.11,Y,7
25,75000,MORTGAGE,9,VENTURE,C,5000,13.79,0,0.07,Y,4
29,47133,RENT,5,MEDICAL,B,5100,11.86,0,0.11,N,7
27,96000,RENT,3,HOMEIMPROVEMENT,A,10000,7.88,0,0.1,N,10
23,60000,RENT,7,PERSONAL,C,15000,14.22,0,0.25,Y,2
37,60000,RENT,21,DEBTCONSOLIDATION,B,16000,,0,0.27,N,15
26,44000,RENT,10,PERSONAL,C,8000,13.8,0,0.18,N,3
23,75000,MORTGAGE,5,VENTURE,A,12000,7.51,0,0.16,N,3
24,71496,MORTGAGE,5,PERSONAL,D,15000,15.95,0,0.21,Y,3
28,62496,RENT,4,EDUCATION,A,12000,6.91,0,0.19,N,5
25,30000,RENT,6,EDUCATION,D,4000,16.49,0,0.13,Y,3
22,130000,MORTGAGE,1,VENTURE,A,13000,8.94,0,0.1,N,4
30,96600,RENT,3,VENTURE,B,16750,10.62,0,0.17,N,5
23,40000,RENT,3,EDUCATION,A,6000,5.79,0,0.15,N,4
25,76344,RENT,2,EDUCATION,A,5000,9.63,0,0.07,N,3
41,66000,MORTGAGE,20,VENTURE,A,10000,6.62,0,0.15,N,12
29,79800,MORTGAGE,2,DEBTCONSOLIDATION,A,6000,7.14,0,0.08,N,8
23,28800,OWN,2,PERSONAL,B,3000,11.11,0,0.1,N,4
26,62004,MORTGAGE,3,MEDICAL,B,4000,9.99,0,0.06,N,2
35,61000,MORTGAGE,0,DEBTCONSOLIDATION,A,6000,6.54,0,0.1,N,7
27,85000,MORTGAGE,9,MEDICAL,B,24000,11.71,0,0.28,N,10
22,88824,MORTGAGE,6,DEBTCONSOLIDATION,A,12600,7.66,0,0.14,N,3
29,50000,RENT,13,HOMEIMPROVEMENT,B,6000,9.99,0,0.12,N,7
36,50000,OWN,1,HOMEIMPROVEMENT,B,15200,12.21,0,0.3,N,15
29,48000,RENT,6,MEDICAL,C,10000,13.8,0,0.21,N,10
38,126000,MORTGAGE,3,EDUCATION,D,2400,,0,0.02,Y,14
23,52692,RENT,4,EDUCATION,C,3500,12.23,0,0.07,Y,4
24,32400,RENT,1,MEDICAL,C,7000,13.98,0,0.22,Y,2
23,39996,MORTGAGE,5,EDUCATION,A,10000,7.51,0,0.25,N,3
24,38400,MORTGAGE,7,EDUCATION,C,10000,14.72,0,0.26,N,2
37,205000,MORTGAGE,3,EDUCATION,B,18000,10.39,0,0.09,N,14
31,95800,RENT,1,HOMEIMPROVEMENT,B,5750,9.45,0,0.06,N,10
41,180000,OWN,13,MEDICAL,A,14000,5.99,0,0.08,N,11
30,38400,RENT,2,PERSONAL,B,9800,11.48,0,0.26,N,5
25,45000,RENT,0,VENTURE,C,10000,12.98,0,0.22,Y,2
21,55692,RENT,5,PERSONAL,A,5600,6.62,0,0.1,N,2
28,58000,MORTGAGE,8,VENTURE,A,9600,7.49,0,0.17,N,7
31,40000,RENT,0,MEDICAL,C,1600,14.79,0,0.04,N,8
35,64500,MORTGAGE,7,MEDICAL,C,4500,12.53,0,0.07,N,9
24,97700,MORTGAGE,5,VENTURE,B,25000,11.12,0,0.26,N,3
23,24000,OWN,1,EDUCATION,B,1500,12.21,0,0.06,N,2
37,65000,MORTGAGE,12,PERSONAL,B,11000,9.91,0,0.17,N,16
28,38000,MORTGAGE,6,VENTURE,B,10200,,0,0.27,N,10
30,150000,RENT,5,DEBTCONSOLIDATION,C,25000,12.53,0,0.17,N,6
21,21000,RENT,2,VENTURE,A,5000,6.91,0,0.24,N,4
24,82500,RENT,8,MEDICAL,A,9800,7.51,0,0.12,N,4
28,40000,RENT,2,PERSONAL,B,7500,11.86,0,0.19,N,8
28,110000,MORTGAGE,3,VENTURE,A,11000,5.79,0,0.1,N,7
31,95000,MORTGAGE,5,HOMEIMPROVEMENT,B,15000,11.14,0,0.16,N,5
35,126696,MORTGAGE,19,MEDICAL,B,24250,10.38,0,0.19,N,6
26,27600,OWN,2,VENTURE,B,2500,11.71,0,0.09,N,3
24,85000,MORTGAGE,2,DEBTCONSOLIDATION,B,7000,12.69,0,0.08,N,3
23,102000,MORTGAGE,2,PERSONAL,A,6000,7.51,0,0.06,N,2
21,25000,RENT,0,DEBTCONSOLIDATION,A,3800,8.59,0,0.15,N,2
28,59000,MORTGAGE,2,VENTURE,B,14000,10.36,0,0.24,N,7
26,54528,MORTGAGE,9,HOMEIMPROVEMENT,A,10000,8.94,0,0.18,N,3
29,55000,RENT,6,HOMEIMPROVEMENT,D,7450,15.62,0,0.14,N,8
36,150000,OWN,8,VENTURE,A,7200,6.92,0,0.05,N,13
32,66000,RENT,4,HOMEIMPROVEMENT,A,20000,8.9,0,0.3,N,9
23,31500,RENT,7,EDUCATION,B,1200,8.88,0,0.04,N,2
24,150000,MORTGAGE,8,VENTURE,C,15000,13.16,0,0.1,Y,3
24,73000,RENT,8,HOMEIMPROVEMENT,B,19000,10.62,0,0.26,N,3
21,44004,MORTGAGE,5,VENTURE,B,7200,11.89,0,0.16,N,4
23,60000,MORTGAGE,1,MEDICAL,C,13200,13.16,0,0.22,Y,2
30,85000,RENT,4,MEDICAL,A,10000,6.62,0,0.12,N,6
31,40000,RENT,9,VENTURE,A,1600,,0,0.04,N,8
47,95000,MORTGAGE,13,EDUCATION,A,5000,6.03,0,0.05,N,16
37,46000,MORTGAGE,9,EDUCATION,B,5000,10.75,0,0.11,N,14
58,45000,MORTGAGE,3,PERSONAL,A,3500,6.76,0,0.08,N,20
35,91000,MORTGAGE,14,EDUCATION,A,4000,7.29,0,0.04,N,9
23,30000,RENT,,VENTURE,A,1000,7.49,0,0.03,N,3
27,43200,OWN,2,VENTURE,B,5000,12.69,0,0.12,N,8
28,115000,MORTGAGE,3,EDUCATION,A,18500,,0,0.16,N,9
33,105000,MORTGAGE,6,PERSONAL,C,5150,12.41,0,0.05,Y,9
24,52000,MORTGAGE,7,VENTURE,B,7800,11.36,0,0.15,N,3
28,70000,MORTGAGE,13,MEDICAL,A,5000,6.99,0,0.07,N,9
32,66000,RENT,4,MEDICAL,B,10000,11.71,0,0.15,N,9
40,28000,OWN,18,VENTURE,B,1600,9.99,0,0.06,N,17
25,180000,MORTGAGE,3,VENTURE,B,9950,11.26,0,0.06,N,2
23,100000,MORTGAGE,1,PERSONAL,B,9125,11.11,0,0.09,N,3
22,33000,RENT,1,EDUCATION,B,5000,10.25,0,0.15,N,2
24,42500,RENT,9,PERSONAL,B,12000,11.36,0,0.28,N,2
36,900000,MORTGAGE,8,PERSONAL,B,6000,,0,0.01,N,12
47,52000,RENT,5,EDUCATION,B,12000,11.99,0,0.23,N,14
26,43873,OWN,,HOMEIMPROVEMENT,D,17500,16.32,0,0.4,N,3
29,62000,MORTGAGE,14,EDUCATION,E,9600,18.39,0,0.15,N,10
33,45000,RENT,4,MEDICAL,A,12000,7.88,0,0.27,N,6
25,120000,RENT,9,EDUCATION,A,30000,7.9,0,0.25,N,4
22,43000,MORTGAGE,1,DEBTCONSOLIDATION,A,4000,7.88,0,0.09,N,4
23,65100,MORTGAGE,1,MEDICAL,C,9000,14.79,0,0.14,Y,4
23,76000,RENT,7,MEDICAL,B,20000,10.37,0,0.26,N,3
28,105000,RENT,5,DEBTCONSOLIDATION,C,5500,15.23,0,0.05,N,7
21,45000,RENT,5,VENTURE,A,10000,6.62,0,0.22,N,4
24,172000,MORTGAGE,5,EDUCATION,B,15000,10.37,0,0.09,N,4
23,81120,MORTGAGE,3,PERSONAL,B,15000,10.25,0,0.18,N,4
40,66000,OWN,25,PERSONAL,C,6125,14.65,0,0.09,N,13
30,80000,MORTGAGE,4,DEBTCONSOLIDATION,A,10750,6.17,0,0.13,N,5
27,40800,RENT,11,PERSONAL,A,6000,7.66,0,0.15,N,7
38,25000,RENT,1,EDUCATION,A,1000,8,0,0.04,N,16
26,24856,RENT,0,DEBTCONSOLIDATION,A,3000,9.32,0,0.12,N,4
36,16800,RENT,2,VENTURE,C,1200,13.06,0,0.07,N,14
32,48400,RENT,1,MEDICAL,A,12000,6.62,0,0.25,N,7
24,72000,RENT,8,HOMEIMPROVEMENT,C,12000,13.99,0,0.17,Y,4
30,90000,MORTGAGE,3,EDUCATION,B,13000,11.89,0,0.14,N,10
21,41000,MORTGAGE,,PERSONAL,A,3000,5.79,0,0.07,N,4
24,55000,MORTGAGE,8,MEDICAL,A,1800,7.49,0,0.03,N,3
25,105000,MORTGAGE,9,HOMEIMPROVEMENT,C,4800,15.23,0,0.05,Y,2
34,60000,MORTGAGE,6,EDUCATION,E,10500,15.68,0,0.17,N,10
23,126000,RENT,0,MEDICAL,C,8000,13.23,0,0.06,N,2
26,53307,RENT,5,VENTURE,B,15000,10.39,0,0.28,N,4
37,89000,MORTGAGE,3,EDUCATION,A,5000,6.91,0,0.06,N,15
29,24000,OWN,3,PERSONAL,A,7200,7.51,0,0.3,N,6
30,110000,RENT,8,HOMEIMPROVEMENT,B,12000,12.18,0,0.11,N,7
24,87996,MORTGAGE,1,PERSONAL,B,7000,11.99,0,0.08,N,4
28,71000,RENT,4,MEDICAL,A,6000,8.49,0,0.08,N,10
25,97000,RENT,0,VENTURE,A,6600,,0,0.07,N,2
23,60000,RENT,5,DEBTCONSOLIDATION,A,10000,7.14,0,0.17,N,2
26,56000,RENT,1,PERSONAL,A,5100,8,0,0.09,N,4
29,117000,MORTGAGE,14,VENTURE,A,7800,8.9,0,0.07,N,8
21,39900,RENT,0,EDUCATION,A,12000,7.9,0,0.3,N,4
25,68496,RENT,1,VENTURE,A,6000,8,0,0.09,N,3
35,15000,MORTGAGE,0,VENTURE,C,1925,12.84,0,0.13,N,6
26,125000,RENT,3,EDUCATION,B,6000,12.53,0,0.05,N,2
24,40000,MORTGAGE,8,DEBTCONSOLIDATION,A,4000,7.14,0,0.1,N,4
22,55000,OWN,6,EDUCATION,A,4000,9.32,0,0.07,N,4
24,50004,RENT,5,PERSONAL,A,5000,7.14,0,0.1,N,3
31,42000,RENT,6,EDUCATION,D,1200,16.29,0,0.03,Y,5
23,50000,RENT,1,VENTURE,C,15000,13.61,0,0.3,N,3
22,62000,MORTGAGE,2,DEBTCONSOLIDATION,C,13000,15.27,0,0.21,Y,2
26,70000,MORTGAGE,3,EDUCATION,C,3500,14.35,0,0.05,N,3
21,35000,MORTGAGE,5,DEBTCONSOLIDATION,A,13650,7.51,0,0.39,N,4
29,70000,OWN,13,VENTURE,A,13000,6.91,0,0.19,N,8
26,75000,RENT,4,PERSONAL,A,17500,7.9,0,0.23,N,2
23,170000,RENT,7,EDUCATION,B,12000,11.11,0,0.07,N,2
21,21816,MORTGAGE,2,PERSONAL,B,1500,11.86,0,0.07,N,3
22,19176,RENT,3,VENTURE,C,2000,14.22,0,0.1,Y,2
32,29962,RENT,4,MEDICAL,B,8000,12.53,0,0.27,N,7
